0,1,2,3
25037.0,43939.0,0.0,2.0
24664.0,30146.0,0.0,2.0
32438.0,45510.0,0.0,2.0
41516.0,58924.0,0.0,2.0
24621.0,39669.0,0.0,2.0
45589.0,51067.0,0.0,2.0
16429.0,35728.0,0.0,2.0
43872.0,57012.0,0.0,2.0
3850.0,55058.0,0.0,2.0
42373.0,55675.0,0.0,2.0
33842.0,36752.0,0.0,2.0
7663.0,20757.0,0.0,2.0
39259.0,46533.0,0.0,2.0
4457.0,29314.0,0.0,2.0
48616.0,57601.0,0.0,2.0
35416.0,35924.0,0.0,2.0
44801.0,50109.0,0.0,2.0
34714.0,37359.0,0.0,2.0
54264.0,57884.0,0.0,2.0
25404.0,35054.0,0.0,2.0
37988.0,53240.0,0.0,2.0
47170.0,50078.0,0.0,2.0
23459.0,42100.0,0.0,2.0
39103.0,58798.0,0.0,2.0
38494.0,46377.0,0.0,2.0
16034.0,24900.0,0.0,2.0
34240.0,50456.0,0.0,2.0
37511.0,47425.0,0.0,2.0
41477.0,45751.0,0.0,2.0
39552.0,57802.0,0.0,2.0
15624.0,30248.0,0.0,2.0
2312.0,34362.0,0.0,2.0
16082.0,41068.0,0.0,2.0
13466.0,40617.0,0.0,2.0
23792.0,34960.0,0.0,2.0
18020.0,26762.0,0.0,2.0
43443.0,54862.0,0.0,2.0
32502.0,39933.0,0.0,2.0
14813.0,15316.0,0.0,2.0
14570.0,33775.0,0.0,2.0
33352.0,55233.0,0.0,2.0
9622.0,22458.0,0.0,2.0
8973.0,57820.0,0.0,2.0
16773.0,17970.0,0.0,2.0
18564.0,32257.0,0.0,2.0
5146.0,34545.0,0.0,2.0
16755.0,57763.0,0.0,2.0
33487.0,56626.0,0.0,2.0
28287.0,51916.0,0.0,2.0
16218.0,37619.0,0.0,2.0
15749.0,49516.0,0.0,2.0
12013.0,46044.0,0.0,2.0
10066.0,41243.0,0.0,2.0
42372.0,50003.0,0.0,2.0
8044.0,51534.0,0.0,2.0
12878.0,22906.0,0.0,2.0
24983.0,59138.0,0.0,2.0
31011.0,34670.0,0.0,2.0
4907.0,22925.0,0.0,2.0
1981.0,21965.0,0.0,2.0
30948.0,33357.0,0.0,2.0
21404.0,34039.0,0.0,2.0
21283.0,48575.0,0.0,2.0
31079.0,37234.0,0.0,2.0
36052.0,52620.0,0.0,2.0
22570.0,24292.0,0.0,2.0
28523.0,47408.0,0.0,2.0
25106.0,43757.0,0.0,2.0
42176.0,58450.0,0.0,2.0
20402.0,22057.0,0.0,2.0
4005.0,19619.0,0.0,2.0
29062.0,44730.0,0.0,2.0
46198.0,59707.0,0.0,3.0
55558.0,55817.0,0.0,2.0
29382.0,48529.0,0.0,2.0
29166.0,42965.0,0.0,2.0
26183.0,54173.0,0.0,2.0
57214.0,58815.0,0.0,2.0
11122.0,15490.0,0.0,2.0
28452.0,40955.0,0.0,2.0
13093.0,15835.0,0.0,2.0
4849.0,11495.0,0.0,2.0
27929.0,59717.0,0.0,3.0
28516.0,59718.0,0.0,4.0
19880.0,37694.0,0.0,2.0
46547.0,57355.0,0.0,2.0
11941.0,34190.0,0.0,2.0
22558.0,45978.0,0.0,2.0
49904.0,50157.0,0.0,2.0
20272.0,45527.0,0.0,2.0
47528.0,55991.0,0.0,2.0
26811.0,43574.0,0.0,2.0
11557.0,49803.0,0.0,2.0
8793.0,8950.0,0.0,2.0
11249.0,30730.0,0.0,2.0
3381.0,24289.0,0.0,2.0
36429.0,44970.0,0.0,2.0
30390.0,48463.0,0.0,2.0
13041.0,40350.0,0.0,2.0
39672.0,57868.0,0.0,2.0
37199.0,55193.0,0.0,2.0
35702.0,50075.0,0.0,2.0
14766.0,53538.0,0.0,2.0
40484.0,52610.0,0.0,2.0
27284.0,44417.0,0.0,2.0
22157.0,39220.0,0.0,2.0
40964.0,54167.0,0.0,2.0
10004.0,23424.0,0.0,2.0
15640.0,36721.0,0.0,2.0
39469.0,51931.0,0.0,2.0
19037.0,31645.0,0.0,2.0
22145.0,49434.0,0.0,2.0
22818.0,27122.0,0.0,2.0
21102.0,35293.0,0.0,2.0
19608.0,43716.0,0.0,2.0
4818.0,8430.0,0.0,2.0
19832.0,46388.0,0.0,2.0
27446.0,32320.0,0.0,2.0
31208.0,54422.0,0.0,2.0
9159.0,17591.0,0.0,2.0
39524.0,45590.0,0.0,2.0
46451.0,57469.0,0.0,2.0
43160.0,55666.0,0.0,2.0
259.0,39705.0,0.0,2.0
26573.0,26603.0,0.0,2.0
26579.0,40658.0,0.0,2.0
22713.0,29708.0,0.0,2.0
4142.0,9272.0,0.0,2.0
4589.0,18597.0,0.0,2.0
32570.0,50827.0,0.0,2.0
12456.0,47515.0,0.0,2.0
37907.0,53936.0,0.0,2.0
32396.0,52357.0,0.0,2.0
4468.0,49376.0,0.0,2.0
11571.0,36774.0,0.0,2.0
13620.0,31631.0,0.0,2.0
478.0,55867.0,0.0,2.0
20758.0,28757.0,0.0,2.0
28160.0,37124.0,0.0,2.0
19058.0,28054.0,0.0,2.0
51511.0,58277.0,0.0,2.0
40244.0,42469.0,0.0,2.0
26497.0,40018.0,0.0,2.0
30927.0,54839.0,0.0,2.0
15444.0,56104.0,0.0,2.0
933.0,51882.0,0.0,2.0
1554.0,53076.0,0.0,2.0
30170.0,58134.0,0.0,2.0
28391.0,35638.0,0.0,2.0
6496.0,26155.0,0.0,2.0
7632.0,11068.0,0.0,2.0
12798.0,33274.0,0.0,2.0
7778.0,18535.0,0.0,2.0
31819.0,54659.0,0.0,2.0
44124.0,58712.0,0.0,2.0
8033.0,44685.0,0.0,2.0
15017.0,23578.0,0.0,2.0
8667.0,42207.0,0.0,2.0
32694.0,36358.0,0.0,2.0
12480.0,21003.0,0.0,2.0
15118.0,19415.0,0.0,2.0
10003.0,43860.0,0.0,2.0
21315.0,50733.0,0.0,2.0
48066.0,58213.0,0.0,2.0
39149.0,41696.0,0.0,2.0
4000.0,8026.0,0.0,2.0
9744.0,46204.0,0.0,2.0
4827.0,45536.0,0.0,2.0
37896.0,56074.0,0.0,2.0
22063.0,33752.0,0.0,2.0
12759.0,31633.0,0.0,2.0
41742.0,57502.0,0.0,2.0
28212.0,30601.0,0.0,2.0
38630.0,40900.0,0.0,2.0
15070.0,21460.0,0.0,2.0
23539.0,47171.0,0.0,2.0
31281.0,34142.0,0.0,2.0
10393.0,22104.0,0.0,2.0
51259.0,52331.0,0.0,2.0
54652.0,57480.0,0.0,2.0
33608.0,43980.0,0.0,2.0
43466.0,46434.0,0.0,2.0
10326.0,19443.0,0.0,2.0
15284.0,22066.0,0.0,2.0
10863.0,17555.0,0.0,2.0
31490.0,42795.0,0.0,2.0
18638.0,55924.0,0.0,2.0
10969.0,12821.0,0.0,2.0
42539.0,49255.0,0.0,2.0
28096.0,54202.0,0.0,2.0
8180.0,57923.0,0.0,2.0
11486.0,42262.0,0.0,2.0
1407.0,41409.0,0.0,2.0
144.0,22187.0,0.0,2.0
7749.0,43047.0,0.0,2.0
2641.0,54206.0,0.0,2.0
24649.0,37853.0,0.0,2.0
16585.0,18476.0,0.0,2.0
6381.0,10914.0,0.0,2.0
37875.0,47482.0,0.0,2.0
2042.0,47599.0,0.0,2.0
30064.0,43357.0,0.0,2.0
26199.0,37186.0,0.0,2.0
11737.0,25854.0,0.0,2.0
11436.0,21264.0,0.0,2.0
3962.0,50386.0,0.0,2.0
7361.0,52889.0,0.0,2.0
32473.0,38577.0,0.0,2.0
2067.0,48020.0,0.0,2.0
19707.0,26370.0,0.0,2.0
31190.0,33629.0,0.0,2.0
6050.0,32623.0,0.0,2.0
15505.0,51989.0,0.0,2.0
4944.0,8624.0,0.0,2.0
15596.0,16626.0,0.0,2.0
26824.0,29197.0,0.0,2.0
40157.0,47916.0,0.0,2.0
22966.0,29132.0,0.0,2.0
16881.0,41008.0,0.0,2.0
10897.0,22462.0,0.0,2.0
10030.0,31103.0,0.0,2.0
11274.0,47111.0,0.0,2.0
5543.0,44058.0,0.0,2.0
12844.0,33091.0,0.0,2.0
8748.0,48967.0,0.0,2.0
14451.0,20600.0,0.0,2.0
20781.0,37696.0,0.0,2.0
1020.0,26636.0,0.0,2.0
704.0,1354.0,0.0,2.0
12016.0,19052.0,0.0,2.0
15380.0,52939.0,0.0,2.0
30442.0,34016.0,0.0,2.0
28365.0,49052.0,0.0,2.0
7314.0,42229.0,0.0,2.0
46316.0,50805.0,0.0,2.0
15219.0,17840.0,0.0,2.0
25711.0,34861.0,0.0,2.0
23734.0,47613.0,0.0,2.0
36268.0,48077.0,0.0,2.0
32242.0,43402.0,0.0,2.0
39904.0,50344.0,0.0,2.0
33563.0,42956.0,0.0,2.0
16772.0,51290.0,0.0,2.0
35414.0,36808.0,0.0,2.0
28403.0,37738.0,0.0,2.0
5383.0,13690.0,0.0,2.0
17890.0,22132.0,0.0,2.0
34990.0,43789.0,0.0,2.0
29709.0,47374.0,0.0,2.0
6151.0,9170.0,0.0,2.0
8690.0,20087.0,0.0,2.0
3804.0,13321.0,0.0,2.0
57445.0,59270.0,0.0,2.0
37244.0,44861.0,0.0,2.0
4676.0,17362.0,0.0,2.0
2097.0,19625.0,0.0,2.0
13115.0,20203.0,0.0,2.0
2156.0,23638.0,0.0,2.0
4075.0,15535.0,0.0,2.0
39573.0,50181.0,0.0,2.0
38451.0,42900.0,0.0,2.0
17023.0,49681.0,0.0,2.0
23139.0,28152.0,0.0,2.0
31875.0,39422.0,0.0,2.0
22903.0,41992.0,0.0,2.0
46502.0,55214.0,0.0,2.0
18738.0,52410.0,0.0,2.0
17518.0,52497.0,0.0,2.0
35860.0,37851.0,0.0,2.0
8987.0,10902.0,0.0,2.0
43969.0,53019.0,0.0,2.0
36795.0,47315.0,0.0,2.0
26626.0,38953.0,0.0,2.0
8101.0,32589.0,0.0,2.0
16789.0,52686.0,0.0,2.0
35131.0,45210.0,0.0,2.0
4466.0,19731.0,0.0,2.0
20545.0,22138.0,0.0,2.0
28823.0,30876.0,0.0,2.0
6560.0,52769.0,0.0,2.0
3439.0,37686.0,0.0,2.0
44964.0,46364.0,0.0,2.0
29757.0,33493.0,0.0,2.0
40130.0,46827.0,0.0,2.0
32338.0,41111.0,0.0,2.0
25124.0,33536.0,0.0,2.0
15146.0,39497.0,0.0,2.0
30031.0,31667.0,0.0,2.0
52322.0,52718.0,0.0,2.0
12740.0,54428.0,0.0,2.0
4759.0,52590.0,0.0,2.0
3567.0,18489.0,0.0,2.0
30198.0,36310.0,0.0,2.0
8652.0,32907.0,0.0,2.0
17399.0,36238.0,0.0,2.0
3436.0,25731.0,0.0,2.0
42886.0,57741.0,0.0,2.0
47008.0,49804.0,0.0,2.0
32640.0,51330.0,0.0,2.0
24896.0,29535.0,0.0,2.0
5912.0,25422.0,0.0,2.0
11016.0,18481.0,0.0,2.0
46688.0,49426.0,0.0,2.0
24981.0,36304.0,0.0,2.0
47187.0,51443.0,0.0,2.0
9962.0,23169.0,0.0,2.0
23425.0,49302.0,0.0,2.0
38884.0,53009.0,0.0,2.0
44683.0,50190.0,0.0,2.0
14150.0,30578.0,0.0,2.0
48438.0,54308.0,0.0,2.0
38805.0,43379.0,0.0,2.0
35865.0,54518.0,0.0,2.0
33151.0,41694.0,0.0,2.0
23935.0,49430.0,0.0,2.0
28689.0,34871.0,0.0,2.0
748.0,42478.0,0.0,2.0
21896.0,50804.0,0.0,2.0
22718.0,30185.0,0.0,2.0
23533.0,38634.0,0.0,2.0
10198.0,20427.0,0.0,2.0
52566.0,55656.0,0.0,2.0
37371.0,56736.0,0.0,2.0
15456.0,22945.0,0.0,2.0
28372.0,36264.0,0.0,2.0
36067.0,38974.0,0.0,2.0
1834.0,36748.0,0.0,2.0
17089.0,38041.0,0.0,2.0
31090.0,37178.0,0.0,2.0
14475.0,39189.0,0.0,2.0
34629.0,41047.0,0.0,2.0
43984.0,52838.0,0.0,2.0
2427.0,38793.0,0.0,2.0
25645.0,56156.0,0.0,2.0
26494.0,47950.0,0.0,2.0
27549.0,43235.0,0.0,2.0
4175.0,40399.0,0.0,2.0
31212.0,55828.0,0.0,2.0
23455.0,29173.0,0.0,2.0
3856.0,44647.0,0.0,2.0
5732.0,17262.0,0.0,2.0
31227.0,46611.0,0.0,2.0
5586.0,14050.0,0.0,2.0
8631.0,29589.0,0.028519305775280404,2.0
2829.0,8917.0,0.03719877303064061,2.0
7575.0,29431.0,0.0441186955831191,2.0
15599.0,54730.0,0.04992197865919313,2.0
1317.0,57805.0,0.052118576521910105,2.0
45068.0,52068.0,0.05218945571674287,2.0
43568.0,56010.0,0.05277475721189058,2.0
7097.0,34349.0,0.0585340217388124,2.0
7332.0,26417.0,0.0599887567249378,2.0
2605.0,6278.0,0.06483610940848296,2.0
11199.0,11347.0,0.06603657464673825,2.0
5264.0,10430.0,0.06746515909299662,2.0
21973.0,39343.0,0.0681275873060327,2.0
24968.0,47516.0,0.06834513361473973,2.0
2143.0,9753.0,0.07001109055278933,2.0
18561.0,19762.0,0.07047152550142695,2.0
46246.0,51000.0,0.07125387822953043,2.0
30536.0,57092.0,0.07306843202893219,2.0
817.0,12445.0,0.07314356517088294,2.0
22264.0,29187.0,0.07382077161570468,2.0
43459.0,48663.0,0.07567873216012237,2.0
53139.0,56181.0,0.075868501073808,2.0
6662.0,25121.0,0.07953120677580024,2.0
34862.0,36086.0,0.07970472419195686,2.0
9556.0,14467.0,0.08126836357509155,2.0
18725.0,53579.0,0.08169308953940994,2.0
513.0,29300.0,0.08367250566787555,2.0
37329.0,43236.0,0.08373385530628516,2.0
37407.0,48668.0,0.0867110580111882,2.0
33318.0,35741.0,0.0874510346369472,2.0
1983.0,34505.0,0.09164058866775464,2.0
26693.0,41788.0,0.09186753673933948,2.0
26010.0,33941.0,0.09329801037310709,2.0
13586.0,40642.0,0.09434525705324559,2.0
42902.0,50023.0,0.0963367265622232,2.0
14189.0,26901.0,0.09660260858472017,2.0
30946.0,34575.0,0.09697402192139684,2.0
1815.0,44004.0,0.09752145103040047,2.0
22708.0,29809.0,0.09794727270889707,2.0
44302.0,58796.0,0.09811749344722173,2.0
1487.0,26713.0,0.0994194962219648,2.0
20328.0,31658.0,0.1007264860104224,2.0
8927.0,16905.0,0.10113988654794323,2.0
38626.0,40534.0,0.10290506905635392,2.0
53987.0,55408.0,0.10297876562909923,2.0
45390.0,49055.0,0.1034596724417874,2.0
3663.0,14278.0,0.10404689981278915,2.0
20438.0,30688.0,0.10508397553611842,2.0
23740.0,24451.0,0.10509526405687146,2.0
39195.0,45890.0,0.10553234562447251,2.0
3092.0,15075.0,0.10563594942957343,2.0
18689.0,20508.0,0.1069039328148817,2.0
3762.0,9120.0,0.11047094853447118,2.0
15184.0,29678.0,0.11159873477639144,2.0
14051.0,31480.0,0.1124062766064513,2.0
23696.0,48573.0,0.11347499838047853,2.0
24121.0,54838.0,0.11557977551993129,2.0
16295.0,43217.0,0.11590239400329025,2.0
30247.0,31385.0,0.1159699367326182,2.0
52708.0,53449.0,0.11668817309470492,2.0
2735.0,39922.0,0.11759400371791029,2.0
22136.0,47280.0,0.11918125040015796,2.0
14002.0,23930.0,0.11969378017738914,2.0
6923.0,24249.0,0.1202940612136731,2.0
22196.0,35516.0,0.12152836007774848,2.0
9500.0,39038.0,0.12183701802409283,2.0
14156.0,49757.0,0.12319800805054804,2.0
3702.0,7765.0,0.123769050123994,2.0
39438.0,45552.0,0.12383567263515252,2.0
51.0,10156.0,0.12611533268282868,2.0
18495.0,28234.0,0.12669998347193404,2.0
13112.0,39054.0,0.12709338437554957,2.0
20264.0,26472.0,0.12737586401742948,2.0
22026.0,40224.0,0.12789083875328636,2.0
12037.0,39375.0,0.12929768626186755,2.0
14112.0,29089.0,0.12950515633740692,2.0
34481.0,43925.0,0.12980232066282155,2.0
34510.0,45516.0,0.13142813642461984,2.0
27415.0,32043.0,0.13204830467109407,2.0
7978.0,28877.0,0.1323718846358507,2.0
47036.0,59221.0,0.1326425098520747,2.0
21707.0,54679.0,0.13300919299056319,2.0
11726.0,59269.0,0.13332411311760647,2.0
10270.0,14118.0,0.1343320163260111,2.0
31770.0,38381.0,0.13456829889836067,2.0
34870.0,57607.0,0.13487954776554492,2.0
7624.0,15032.0,0.13504227404451305,2.0
29990.0,32281.0,0.13586803074479126,2.0
26165.0,50392.0,0.13696080892376233,2.0
20644.0,51349.0,0.13707928963276922,2.0
42781.0,58586.0,0.1372863204601827,2.0
26947.0,30353.0,0.13995193301654504,2.0
5966.0,28464.0,0.13995451166386344,2.0
17478.0,47021.0,0.1405556482352354,2.0
30281.0,49209.0,0.140741945521056,2.0
17438.0,23435.0,0.14104868916412308,2.0
40518.0,53403.0,0.1411868351617667,2.0
3188.0,49747.0,0.14134277498852485,2.0
7207.0,27760.0,0.1413535976595885,2.0
25159.0,25445.0,0.1414158390449175,2.0
29662.0,55217.0,0.1414846459052565,2.0
5797.0,27465.0,0.14154043198697105,2.0
28311.0,32576.0,0.14220320347592766,2.0
26746.0,44373.0,0.14236967521905655,2.0
5342.0,56289.0,0.14295338128072335,2.0
9926.0,21602.0,0.14303284866925373,2.0
21262.0,26357.0,0.1433625670401448,2.0
3808.0,38430.0,0.14374464224038214,2.0
18329.0,31891.0,0.14466503639442221,2.0
31714.0,52035.0,0.14543064259870184,2.0
17640.0,39797.0,0.1459735273333668,2.0
6536.0,52348.0,0.14606537754320434,2.0
10303.0,15400.0,0.14607191818466597,2.0
53561.0,57385.0,0.14916212456475025,2.0
2898.0,28135.0,0.1501082893565704,2.0
12356.0,39774.0,0.15050455229816062,2.0
3426.0,19621.0,0.15065723623887867,2.0
21387.0,38336.0,0.15078221100883063,2.0
14700.0,30352.0,0.15101306356817107,2.0
40646.0,42335.0,0.15132258983685662,2.0
9187.0,29293.0,0.15157891453305725,2.0
15553.0,47083.0,0.151752358193536,2.0
9472.0,29049.0,0.1527971653214041,2.0
32402.0,46476.0,0.1528561203557646,2.0
12765.0,18355.0,0.15286286470791172,2.0
19561.0,33838.0,0.15402256692890007,2.0
29915.0,35046.0,0.1542340421671166,2.0
6131.0,32301.0,0.15507989249600637,2.0
3664.0,4267.0,0.15511683659509226,2.0
8919.0,48496.0,0.15547276903428886,2.0
29178.0,30374.0,0.1560725335887465,2.0
39082.0,46602.0,0.1561298864007765,2.0
3563.0,15906.0,0.156858784730404,2.0
6548.0,22798.0,0.15708258747762485,2.0
36786.0,39888.0,0.1571687977860503,2.0
26883.0,47843.0,0.15749813297202328,2.0
43289.0,52653.0,0.1580963034325738,2.0
5416.0,42874.0,0.15819267125797298,2.0
18977.0,25630.0,0.15851150278617374,2.0
20716.0,57126.0,0.15874558105109002,2.0
28265.0,59230.0,0.15992882193176308,2.0
39765.0,47196.0,0.16044206238507655,2.0
20166.0,24606.0,0.16070725876211106,2.0
2318.0,44190.0,0.16074406366650107,2.0
17178.0,22804.0,0.16253285395420405,2.0
484.0,16194.0,0.16264493521159626,2.0
17258.0,34127.0,0.1628837684895742,2.0
34319.0,49364.0,0.1635832987374757,2.0
5335.0,40793.0,0.16374718854425596,2.0
4504.0,22652.0,0.16390098959007787,2.0
16675.0,29484.0,0.16419629432044314,2.0
4799.0,17643.0,0.16427411650578774,2.0
15890.0,55971.0,0.1645351553911014,2.0
32886.0,43041.0,0.16526020993222748,2.0
4264.0,13718.0,0.16542185335589055,2.0
18748.0,58140.0,0.16562485350423084,2.0
